Overriding config with config/gpt3-small-like-withdrop32b128b.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = True # override via command line if you like
wandb_project = 'data309gptnew'
wandb_run_name = 'Gpt3likewithdrop32batch128block'

dataset = 'lyrics'
gradient_accumulation_steps = 1
batch_size = 32 # TO BE PROPERLY DETERMINED
block_size = 128 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 12
n_head = 12
n_embd = 768
dropout = 0.1

learning_rate = 6.0e-4 # with baby networks can afford to go a bit higher
max_iters = 4000
lr_decay_iters = 4000# make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
device = 'cuda' 
# compile = False # do not torch compile the model

Overriding: device = cuda
Overriding: compile = True
tokens per iteration will be: 4,096
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.59M
num decayed parameter tensors: 50, with 123,666,432 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
iter 1511: loss 3.9039, time 172.06ms, mfu 5.65%
iter 1512: loss 4.0394, time 170.13ms, mfu 5.66%
iter 1513: loss 4.1350, time 167.61ms, mfu 5.69%
iter 1514: loss 3.9826, time 168.35ms, mfu 5.71%
iter 1515: loss 3.9720, time 171.64ms, mfu 5.72%
iter 1516: loss 3.8091, time 171.06ms, mfu 5.73%
iter 1517: loss 4.0129, time 166.48ms, mfu 5.75%
iter 1518: loss 4.1683, time 173.21ms, mfu 5.75%
iter 1519: loss 4.0623, time 168.40ms, mfu 5.76%
iter 1520: loss 3.8869, time 174.10ms, mfu 5.75%
iter 1521: loss 4.2480, time 167.56ms, mfu 5.77%
iter 1522: loss 3.9877, time 168.57ms, mfu 5.78%
iter 1523: loss 3.8573, time 169.15ms, mfu 5.79%
iter 1524: loss 3.8372, time 170.93ms, mfu 5.79%
iter 1525: loss 4.0463, time 170.23ms, mfu 5.80%
iter 1526: loss 4.0547, time 168.24ms, mfu 5.81%
iter 1527: loss 3.7874, time 165.92ms, mfu 5.82%
iter 1528: loss 3.9253, time 173.25ms, mfu 5.81%
iter 1529: loss 4.1790, time 170.94ms, mfu 5.81%
iter 1530: loss 4.0215, time 166.98ms, mfu 5.83%
iter 1531: loss 4.1430, time 171.16ms, mfu 5.82%
iter 1532: loss 3.9384, time 169.39ms, mfu 5.83%
iter 1533: loss 3.9522, time 168.70ms, mfu 5.83%
iter 1534: loss 4.0310, time 170.51ms, mfu 5.83%
iter 1535: loss 4.0397, time 170.65ms, mfu 5.83%
iter 1536: loss 4.0349, time 168.94ms, mfu 5.83%
iter 1537: loss 4.0269, time 168.64ms, mfu 5.84%
iter 1538: loss 4.0599, time 169.59ms, mfu 5.84%
iter 1539: loss 3.9697, time 171.33ms, mfu 5.83%
iter 1540: loss 4.2912, time 171.00ms, mfu 5.83%
iter 1541: loss 3.9630, time 169.21ms, mfu 5.83%
iter 1542: loss 4.0036, time 169.34ms, mfu 5.84%
iter 1543: loss 4.0200, time 169.11ms, mfu 5.84%
iter 1544: loss 3.9978, time 170.65ms, mfu 5.84%
iter 1545: loss 4.0047, time 169.28ms, mfu 5.84%
iter 1546: loss 4.1078, time 169.73ms, mfu 5.84%
iter 1547: loss 4.1517, time 168.28ms, mfu 5.85%
iter 1548: loss 4.2834, time 169.24ms, mfu 5.85%
iter 1549: loss 4.2227, time 170.16ms, mfu 5.85%
iter 1550: loss 3.8316, time 171.00ms, mfu 5.84%
iter 1551: loss 3.9219, time 168.06ms, mfu 5.85%
iter 1552: loss 4.0390, time 169.88ms, mfu 5.85%
iter 1553: loss 4.0354, time 167.20ms, mfu 5.86%
iter 1554: loss 4.0137, time 171.04ms, mfu 5.85%
iter 1555: loss 4.2090, time 171.39ms, mfu 5.84%
iter 1556: loss 3.8141, time 169.07ms, mfu 5.85%
iter 1557: loss 4.0272, time 167.12ms, mfu 5.86%
iter 1558: loss 4.1832, time 173.92ms, mfu 5.84%
iter 1559: loss 4.0969, time 166.03ms, mfu 5.85%
iter 1560: loss 3.9924, time 173.91ms, mfu 5.84%
iter 1561: loss 3.7811, time 168.93ms, mfu 5.84%
iter 1562: loss 3.9443, time 170.37ms, mfu 5.84%
iter 1563: loss 3.7554, time 168.41ms, mfu 5.85%
iter 1564: loss 3.8332, time 170.83ms, mfu 5.84%
iter 1565: loss 3.9801, time 167.22ms, mfu 5.85%
iter 1566: loss 4.1474, time 171.25ms, mfu 5.84%
iter 1567: loss 4.1042, time 168.50ms, mfu 5.85%
iter 1568: loss 3.8919, time 168.84ms, mfu 5.85%
iter 1569: loss 3.9823, time 167.68ms, mfu 5.86%
iter 1570: loss 4.2693, time 171.38ms, mfu 5.85%
iter 1571: loss 4.1104, time 170.67ms, mfu 5.85%
iter 1572: loss 3.9512, time 170.61ms, mfu 5.84%
iter 1573: loss 4.1660, time 168.55ms, mfu 5.85%
iter 1574: loss 3.8474, time 168.80ms, mfu 5.85%
iter 1575: loss 4.0244, time 166.84ms, mfu 5.86%
iter 1576: loss 3.7932, time 172.67ms, mfu 5.85%
iter 1577: loss 3.8900, time 172.21ms, mfu 5.84%
iter 1578: loss 4.1482, time 170.09ms, mfu 5.84%
iter 1579: loss 3.9446, time 168.40ms, mfu 5.84%
iter 1580: loss 4.0759, time 166.26ms, mfu 5.86%
iter 1581: loss 4.0257, time 174.10ms, mfu 5.84%
iter 1582: loss 3.6688, time 169.51ms, mfu 5.84%
iter 1583: loss 4.0218, time 171.36ms, mfu 5.84%
iter 1584: loss 4.0901, time 166.02ms, mfu 5.85%
iter 1585: loss 3.7643, time 170.37ms, mfu 5.85%
iter 1586: loss 3.9018, time 168.77ms, mfu 5.85%
iter 1587: loss 4.1717, time 171.60ms, mfu 5.84%
iter 1588: loss 4.1922, time 170.63ms, mfu 5.84%
iter 1589: loss 3.9552, time 168.09ms, mfu 5.85%
iter 1590: loss 3.9123, time 170.49ms, mfu 5.84%
iter 1591: loss 4.1750, time 168.76ms, mfu 5.85%
iter 1592: loss 3.9265, time 171.65ms, mfu 5.84%
iter 1593: loss 4.0588, time 168.46ms, mfu 5.85%
iter 1594: loss 3.9239, time 170.69ms, mfu 5.84%
iter 1595: loss 4.0009, time 170.96ms, mfu 5.84%
iter 1596: loss 4.1029, time 171.76ms, mfu 5.83%
iter 1597: loss 3.9379, time 168.52ms, mfu 5.84%
iter 1598: loss 4.1290, time 166.36ms, mfu 5.85%
iter 1599: loss 3.6968, time 170.68ms, mfu 5.85%
iter 1600: loss 3.9641, time 170.59ms, mfu 5.84%
iter 1601: loss 3.7552, time 171.58ms, mfu 5.84%
iter 1602: loss 3.9965, time 167.06ms, mfu 5.85%
iter 1603: loss 3.8869, time 167.35ms, mfu 5.86%
iter 1604: loss 4.0771, time 171.44ms, mfu 5.85%
iter 1605: loss 3.8041, time 171.12ms, mfu 5.84%
iter 1606: loss 3.8775, time 170.80ms, mfu 5.84%
iter 1607: loss 3.8165, time 169.64ms, mfu 5.84%
iter 1608: loss 3.6892, time 166.71ms, mfu 5.85%
iter 1609: loss 3.8155, time 170.53ms, mfu 5.85%
iter 1610: loss 3.9545, time 169.33ms, mfu 5.85%
iter 1611: loss 3.7882, time 171.42ms, mfu 5.84%
iter 1612: loss 3.7146, time 171.04ms, mfu 5.84%
iter 1613: loss 3.7998, time 168.24ms, mfu 5.84%
iter 1614: loss 4.1984, time 168.85ms, mfu 5.85%
iter 1615: loss 3.9980, time 170.42ms, mfu 5.85%
iter 1616: loss 4.1804, time 169.76ms, mfu 5.85%
iter 1617: loss 3.7986, time 170.21ms, mfu 5.84%
iter 1618: loss 3.6648, time 169.40ms, mfu 5.84%
iter 1619: loss 4.2310, time 169.23ms, mfu 5.85%
iter 1620: loss 4.0774, time 163.82ms, mfu 5.87%
iter 1621: loss 3.9869, time 171.63ms, mfu 5.86%
iter 1622: loss 3.8334, time 173.21ms, mfu 5.85%
iter 1623: loss 4.0540, time 169.14ms, mfu 5.85%
iter 1624: loss 3.9371, time 169.63ms, mfu 5.85%
iter 1625: loss 4.0930, time 168.61ms, mfu 5.85%
iter 1626: loss 4.0899, time 165.98ms, mfu 5.86%
iter 1627: loss 4.1336, time 175.08ms, mfu 5.84%
iter 1628: loss 3.9099, time 170.21ms, mfu 5.84%
iter 1629: loss 3.8570, time 166.29ms, mfu 5.85%
iter 1630: loss 3.8588, time 171.76ms, mfu 5.85%
iter 1631: loss 4.1979, time 169.56ms, mfu 5.85%
iter 1632: loss 3.9942, time 164.71ms, mfu 5.86%
iter 1633: loss 4.2996, time 174.40ms, mfu 5.85%
iter 1634: loss 3.8178, time 164.31ms, mfu 5.87%
iter 1635: loss 4.2897, time 177.73ms, mfu 5.84%
iter 1636: loss 3.8295, time 164.24ms, mfu 5.86%
iter 1637: loss 3.8665, time 169.89ms, mfu 5.86%
iter 1638: loss 3.9899, time 173.17ms, mfu 5.84%
iter 1639: loss 4.0676, time 167.73ms, mfu 5.85%
iter 1640: loss 4.0721, time 169.74ms, mfu 5.85%
iter 1641: loss 3.7258, time 169.69ms, mfu 5.85%
iter 1642: loss 4.2869, time 170.12ms, mfu 5.85%
iter 1643: loss 3.9717, time 169.11ms, mfu 5.85%
iter 1644: loss 4.1893, time 170.31ms, mfu 5.85%
iter 1645: loss 4.0220, time 168.31ms, mfu 5.85%
iter 1646: loss 4.0006, time 169.21ms, mfu 5.85%
iter 1647: loss 3.8465, time 170.40ms, mfu 5.85%
iter 1648: loss 4.1561, time 166.17ms, mfu 5.86%
iter 1649: loss 3.8808, time 172.73ms, mfu 5.85%
iter 1650: loss 3.6730, time 166.51ms, mfu 5.86%
iter 1651: loss 3.9935, time 171.73ms, mfu 5.85%
iter 1652: loss 3.8055, time 170.59ms, mfu 5.85%
iter 1653: loss 3.8771, time 169.07ms, mfu 5.85%
iter 1654: loss 3.9709, time 171.68ms, mfu 5.84%
iter 1655: loss 3.9739, time 166.21ms, mfu 5.86%
iter 1656: loss 3.7819, time 171.25ms, mfu 5.85%
iter 1657: loss 3.8517, time 170.73ms, mfu 5.85%
iter 1658: loss 3.9337, time 170.65ms, mfu 5.84%
iter 1659: loss 3.8927, time 170.69ms, mfu 5.84%
iter 1660: loss 4.0935, time 168.43ms, mfu 5.84%
iter 1661: loss 3.7236, time 165.88ms, mfu 5.86%
iter 1662: loss 3.8482, time 171.38ms, mfu 5.85%
iter 1663: loss 3.6310, time 170.88ms, mfu 5.85%
iter 1664: loss 4.0858, time 170.59ms, mfu 5.84%
iter 1665: loss 3.9764, time 168.75ms, mfu 5.85%
iter 1666: loss 4.2093, time 166.63ms, mfu 5.86%
iter 1667: loss 3.7844, time 169.11ms, mfu 5.86%
iter 1668: loss 4.0098, time 170.49ms, mfu 5.85%
iter 1669: loss 3.9730, time 169.04ms, mfu 5.86%
iter 1670: loss 4.1279, time 168.95ms, mfu 5.86%
iter 1671: loss 3.7800, time 173.12ms, mfu 5.84%
iter 1672: loss 4.1659, time 168.06ms, mfu 5.85%
iter 1673: loss 3.6778, time 171.48ms, mfu 5.84%
iter 1674: loss 4.1255, time 170.92ms, mfu 5.84%
iter 1675: loss 3.8482, time 167.50ms, mfu 5.85%
iter 1676: loss 4.2160, time 171.57ms, mfu 5.84%
iter 1677: loss 3.9245, time 169.80ms, mfu 5.84%
iter 1678: loss 3.8196, time 168.09ms, mfu 5.85%
iter 1679: loss 3.7889, time 167.61ms, mfu 5.86%
iter 1680: loss 3.9215, time 171.65ms, mfu 5.85%
iter 1681: loss 4.1017, time 170.87ms, mfu 5.84%
iter 1682: loss 3.6935, time 169.17ms, mfu 5.85%
iter 1683: loss 3.7661, time 168.60ms, mfu 5.85%
iter 1684: loss 3.9648, time 169.82ms, mfu 5.85%
iter 1685: loss 4.0854, time 170.66ms, mfu 5.85%
iter 1686: loss 3.8589, time 169.99ms, mfu 5.84%
iter 1687: loss 4.1804, time 169.14ms, mfu 5.85%
iter 1688: loss 4.0306, time 166.74ms, mfu 5.86%
iter 1689: loss 4.2614, time 171.79ms, mfu 5.85%
iter 1690: loss 3.9439, time 169.36ms, mfu 5.85%
iter 1691: loss 4.0009, time 169.08ms, mfu 5.85%
iter 1692: loss 4.0076, time 172.09ms, mfu 5.84%
iter 1693: loss 3.9271, time 164.95ms, mfu 5.86%
iter 1694: loss 3.9724, time 171.94ms, mfu 5.85%
iter 1695: loss 3.8539, time 171.77ms, mfu 5.84%
iter 1696: loss 3.7681, time 170.79ms, mfu 5.84%
iter 1697: loss 3.9151, time 168.43ms, mfu 5.84%
iter 1698: loss 4.2096, time 169.20ms, mfu 5.85%
iter 1699: loss 3.9559, time 169.67ms, mfu 5.85%
iter 1700: loss 3.8541, time 169.05ms, mfu 5.85%
iter 1701: loss 3.9557, time 171.23ms, mfu 5.84%
iter 1702: loss 4.0011, time 167.88ms, mfu 5.85%
iter 1703: loss 4.1274, time 167.17ms, mfu 5.86%
iter 1704: loss 3.9959, time 174.14ms, mfu 5.84%
iter 1705: loss 4.2421, time 166.56ms, mfu 5.85%
iter 1706: loss 3.6759, time 169.91ms, mfu 5.85%
iter 1707: loss 4.1397, time 172.47ms, mfu 5.84%
iter 1708: loss 4.3094, time 171.62ms, mfu 5.84%
iter 1709: loss 3.8921, time 166.47ms, mfu 5.85%
iter 1710: loss 4.2945, time 170.02ms, mfu 5.85%
iter 1711: loss 3.9537, time 171.51ms, mfu 5.84%
iter 1712: loss 3.9705, time 169.67ms, mfu 5.84%
iter 1713: loss 3.9826, time 171.32ms, mfu 5.84%
iter 1714: loss 4.1313, time 169.03ms, mfu 5.84%
iter 1715: loss 3.9547, time 165.51ms, mfu 5.86%
iter 1716: loss 3.7801, time 172.40ms, mfu 5.85%
iter 1717: loss 3.9045, time 169.44ms, mfu 5.85%
iter 1718: loss 4.2183, time 170.43ms, mfu 5.84%
iter 1719: loss 3.9304, time 168.72ms, mfu 5.85%
iter 1720: loss 3.9365, time 164.55ms, mfu 5.87%
iter 1721: loss 3.7961, time 169.12ms, mfu 5.87%
iter 1722: loss 4.1720, time 175.76ms, mfu 5.84%
iter 1723: loss 4.0814, time 170.27ms, mfu 5.84%
iter 1724: loss 4.0592, time 170.04ms, mfu 5.84%
iter 1725: loss 4.1243, time 168.91ms, mfu 5.84%
iter 1726: loss 3.8140, time 161.88ms, mfu 5.87%
iter 1727: loss 4.0614, time 175.51ms, mfu 5.85%
iter 1728: loss 3.9453, time 170.69ms, mfu 5.85%
iter 1729: loss 3.8678, time 170.57ms, mfu 5.84%
iter 1730: loss 3.6326, time 169.80ms, mfu 5.84%
iter 1731: loss 3.8350, time 169.57ms, mfu 5.84%
iter 1732: loss 3.9344, time 168.66ms, mfu 5.85%
iter 1733: loss 3.6978, time 170.06ms, mfu 5.85%
iter 1734: loss 3.6793, time 169.58ms, mfu 5.85%
iter 1735: loss 3.8033, time 169.18ms, mfu 5.85%
iter 1736: loss 3.7112, time 170.71ms, mfu 5.84%
iter 1737: loss 4.0684, time 166.87ms, mfu 5.85%
iter 1738: loss 3.8420, time 169.43ms, mfu 5.85%
iter 1739: loss 4.0352, time 173.60ms, mfu 5.84%
iter 1740: loss 3.8434, time 168.41ms, mfu 5.85%
iter 1741: loss 3.8896, time 169.25ms, mfu 5.85%
iter 1742: loss 3.9304, time 170.57ms, mfu 5.84%
iter 1743: loss 4.0151, time 168.44ms, mfu 5.85%
iter 1744: loss 3.7809, time 171.20ms, mfu 5.84%
iter 1745: loss 4.0882, time 171.10ms, mfu 5.84%
iter 1746: loss 4.0518, time 168.39ms, mfu 5.84%
iter 1747: loss 3.9831, time 166.50ms, mfu 5.86%
iter 1748: loss 3.9919, time 172.46ms, mfu 5.85%
iter 1749: loss 3.6941, time 170.38ms, mfu 5.84%
step 1750: train loss 3.8224, val loss 3.7055
saving checkpoint to out
iter 1750: loss 4.0535, time 6391.34ms, mfu 5.27%
iter 1751: loss 3.8349, time 187.25ms, mfu 5.28%
iter 1752: loss 4.0310, time 169.13ms, mfu 5.34%
iter 1753: loss 4.1933, time 168.70ms, mfu 5.39%
iter 1754: loss 3.7366, time 167.86ms, mfu 5.44%
iter 1755: loss 4.0632, time 169.75ms, mfu 5.48%
iter 1756: loss 3.9081, time 166.28ms, mfu 5.53%
iter 1757: loss 3.9408, time 172.67ms, mfu 5.55%
iter 1758: loss 3.8339, time 168.26ms, mfu 5.59%
iter 1759: loss 3.9962, time 169.67ms, mfu 5.61%
iter 1760: loss 3.8987, time 164.26ms, mfu 5.66%
iter 1761: loss 3.8739, time 176.29ms, mfu 5.65%
iter 1762: loss 3.7194, time 170.29ms, mfu 5.67%
iter 1763: loss 3.8823, time 168.87ms, mfu 5.69%
iter 1764: loss 3.7680, time 168.18ms, mfu 5.71%
iter 1765: loss 4.0271, time 170.35ms, mfu 5.72%
iter 1766: loss 4.0101, time 166.27ms, mfu 5.75%
iter 1767: loss 3.8169, time 169.29ms, mfu 5.76%
iter 1768: loss 4.0011, time 171.62ms, mfu 5.76%
iter 1769: loss 3.9052, time 169.88ms, mfu 5.77%
iter 1770: loss 3.9196, time 170.41ms, mfu 5.77%
iter 1771: loss 4.0414, time 171.30ms, mfu 5.78%
iter 1772: loss 3.6013, time 167.97ms, mfu 5.79%
iter 1773: loss 3.9073, time 170.81ms, mfu 5.79%
iter 1774: loss 3.5745, time 166.93ms, mfu 5.81%
iter 1775: loss 3.8015, time 171.76ms, mfu 5.80%
iter 1776: loss 3.9236, time 170.53ms, mfu 5.80%
iter 1777: loss 3.9002, time 168.77ms, mfu 5.81%
iter 1778: loss 4.0733, time 171.03ms, mfu 5.81%
iter 1779: loss 3.8876, time 168.61ms, mfu 5.82%
iter 1780: loss 4.0657, time 169.52ms, mfu 5.82%
iter 1781: loss 4.1285, time 170.09ms, mfu 5.82%
iter 1782: loss 4.0057, time 169.04ms, mfu 5.83%
iter 1783: loss 3.7869, time 169.77ms, mfu 5.83%
iter 1784: loss 3.9336, time 168.82ms, mfu 5.83%
iter 1785: loss 4.0586, time 170.06ms, mfu 5.83%
iter 1786: loss 3.9407, time 168.09ms, mfu 5.84%
iter 1787: loss 3.9425, time 170.03ms, mfu 5.84%
iter 1788: loss 4.0760, time 167.33ms, mfu 5.85%
iter 1789: loss 3.5424, time 170.44ms, mfu 5.85%
iter 1790: loss 3.6390, time 172.66ms, mfu 5.84%
iter 1791: loss 3.8236, time 169.94ms, mfu 5.84%
iter 1792: loss 4.1796, time 167.80ms, mfu 5.84%
iter 1793: loss 3.9732, time 167.19ms, mfu 5.85%
iter 1794: loss 4.2630, time 171.35ms, mfu 5.85%
iter 1795: loss 3.8897, time 171.48ms, mfu 5.84%
iter 1796: loss 3.7944, time 170.61ms, mfu 5.84%
iter 1797: loss 3.9986, time 167.77ms, mfu 5.85%
iter 1798: loss 3.8021, time 167.83ms, mfu 5.85%
iter 1799: loss 3.9225, time 171.02ms, mfu 5.85%
iter 1800: loss 4.0638, time 171.19ms, mfu 5.84%
iter 1801: loss 3.8128, time 170.37ms, mfu 5.84%
iter 1802: loss 4.0623, time 165.85ms, mfu 5.85%
iter 1803: loss 3.8278, time 170.25ms, mfu 5.85%
iter 1804: loss 3.8813, time 170.07ms, mfu 5.85%
iter 1805: loss 3.9924, time 170.14ms, mfu 5.85%
iter 1806: loss 4.0603, time 171.81ms, mfu 5.84%
iter 1807: loss 4.0877, time 163.18ms, mfu 5.86%
iter 1808: loss 3.8661, time 171.26ms, mfu 5.86%
iter 1809: loss 3.6666, time 170.90ms, mfu 5.85%
iter 1810: loss 3.8969, time 169.25ms, mfu 5.85%
iter 1811: loss 3.8989, time 170.43ms, mfu 5.85%
iter 1812: loss 3.8329, time 161.92ms, mfu 5.88%
iter 1813: loss 4.0375, time 169.77ms, mfu 5.87%
iter 1814: loss 4.0325, time 174.12ms, mfu 5.86%
iter 1815: loss 3.7580, time 170.68ms, mfu 5.85%
iter 1816: loss 3.8911, time 165.35ms, mfu 5.87%
iter 1817: loss 3.7778, time 171.35ms, mfu 5.86%
iter 1818: loss 4.2449, time 167.85ms, mfu 5.86%
iter 1819: loss 3.9256, time 170.82ms, mfu 5.86%
iter 1820: loss 4.1230, time 164.65ms, mfu 5.88%
iter 1821: loss 4.0221, time 172.27ms, mfu 5.86%
iter 1822: loss 4.1553, time 171.63ms, mfu 5.86%
iter 1823: loss 3.8255, time 170.85ms, mfu 5.85%
iter 1824: loss 3.6897, time 168.37ms, mfu 5.85%
iter 1825: loss 3.9420, time 166.44ms, mfu 5.87%
iter 1826: loss 3.9025, time 176.53ms, mfu 5.84%
iter 1827: loss 4.0321, time 162.78ms, mfu 5.87%
iter 1828: loss 3.8082, time 176.95ms, mfu 5.84%
iter 1829: loss 3.7525, time 168.60ms, mfu 5.84%
iter 1830: loss 3.9864, time 168.40ms, mfu 5.85%
iter 1831: loss 3.9934, time 165.64ms, mfu 5.86%
iter 1832: loss 4.1135, time 174.48ms, mfu 5.85%
iter 1833: loss 4.0482, time 168.89ms, mfu 5.85%
iter 1834: loss 4.0331, time 169.84ms, mfu 5.85%
iter 1835: loss 3.5683, time 170.86ms, mfu 5.84%
iter 1836: loss 3.8278, time 162.48ms, mfu 5.87%
iter 1837: loss 3.7844, time 172.52ms, mfu 5.86%
iter 1838: loss 3.7679, time 171.96ms, mfu 5.85%
iter 1839: loss 3.8611, time 170.06ms, mfu 5.85%
iter 1840: loss 4.0241, time 168.33ms, mfu 5.85%
iter 1841: loss 4.0171, time 167.85ms, mfu 5.86%
iter 1842: loss 3.6330, time 172.59ms, mfu 5.85%
iter 1843: loss 3.9346, time 169.22ms, mfu 5.85%
iter 1844: loss 4.2394, time 169.32ms, mfu 5.85%
iter 1845: loss 3.9626, time 170.52ms, mfu 5.85%
iter 1846: loss 3.6835, time 168.28ms, mfu 5.85%
iter 1847: loss 3.9023, time 172.32ms, mfu 5.84%
iter 1848: loss 3.8295, time 167.83ms, mfu 5.85%
iter 1849: loss 3.6737, time 168.09ms, mfu 5.85%
iter 1850: loss 3.9557, time 171.44ms, mfu 5.85%
iter 1851: loss 3.6086, time 171.29ms, mfu 5.84%
iter 1852: loss 4.0072, time 171.22ms, mfu 5.84%
iter 1853: loss 3.7956, time 164.65ms, mfu 5.86%
iter 1854: loss 3.8498, time 172.32ms, mfu 5.85%
iter 1855: loss 3.7821, time 170.94ms, mfu 5.84%
iter 1856: loss 3.8040, time 167.01ms, mfu 5.85%
iter 1857: loss 3.8185, time 172.58ms, mfu 5.84%
iter 1858: loss 4.0890, time 166.38ms, mfu 5.85%
iter 1859: loss 3.6595, time 169.48ms, mfu 5.85%
iter 1860: loss 3.7984, time 170.59ms, mfu 5.85%
iter 1861: loss 4.0485, time 171.31ms, mfu 5.84%
iter 1862: loss 3.8825, time 167.36ms, mfu 5.85%
iter 1863: loss 4.0577, time 169.35ms, mfu 5.85%
iter 1864: loss 3.9609, time 170.65ms, mfu 5.85%
iter 1865: loss 4.1147, time 168.22ms, mfu 5.85%
iter 1866: loss 4.1223, time 172.00ms, mfu 5.85%
iter 1867: loss 3.8817, time 167.91ms, mfu 5.85%
iter 1868: loss 3.8614, time 169.02ms, mfu 5.85%
iter 1869: loss 3.9616, time 170.08ms, mfu 5.85%
iter 1870: loss 3.8899, time 171.61ms, mfu 5.84%
iter 1871: loss 4.3646, time 164.71ms, mfu 5.86%
iter 1872: loss 3.7757, time 172.10ms, mfu 5.85%
iter 1873: loss 3.9176, time 169.28ms, mfu 5.85%
iter 1874: loss 3.6896, time 170.90ms, mfu 5.85%
iter 1875: loss 4.0332, time 170.52ms, mfu 5.85%
iter 1876: loss 3.7453, time 170.17ms, mfu 5.84%
iter 1877: loss 3.9271, time 168.37ms, mfu 5.85%
iter 1878: loss 3.7940, time 166.95ms, mfu 5.86%
iter 1879: loss 3.8511, time 173.01ms, mfu 5.85%
iter 1880: loss 3.7808, time 169.23ms, mfu 5.85%
iter 1881: loss 3.8952, time 170.97ms, mfu 5.84%
iter 1882: loss 3.8417, time 172.02ms, mfu 5.84%
iter 1883: loss 3.7789, time 164.80ms, mfu 5.85%
iter 1884: loss 3.7750, time 171.81ms, mfu 5.85%
iter 1885: loss 3.9969, time 170.58ms, mfu 5.84%
iter 1886: loss 3.6567, time 169.55ms, mfu 5.84%
iter 1887: loss 3.7235, time 169.86ms, mfu 5.84%
iter 1888: loss 4.0562, time 168.09ms, mfu 5.85%
iter 1889: loss 3.4952, time 169.34ms, mfu 5.85%
iter 1890: loss 3.7796, time 168.71ms, mfu 5.85%
iter 1891: loss 3.5724, time 170.64ms, mfu 5.85%
iter 1892: loss 3.9747, time 169.09ms, mfu 5.85%
iter 1893: loss 3.9840, time 166.41ms, mfu 5.86%
iter 1894: loss 3.8292, time 171.66ms, mfu 5.85%
iter 1895: loss 3.7624, time 168.46ms, mfu 5.86%
iter 1896: loss 3.9589, time 165.18ms, mfu 5.87%
iter 1897: loss 3.5994, time 173.44ms, mfu 5.86%
iter 1898: loss 3.9363, time 169.36ms, mfu 5.86%
iter 1899: loss 3.6712, time 170.35ms, mfu 5.85%
iter 1900: loss 3.9032, time 170.67ms, mfu 5.85%
iter 1901: loss 3.8561, time 171.26ms, mfu 5.84%
iter 1902: loss 3.7247, time 171.25ms, mfu 5.84%
iter 1903: loss 3.7727, time 169.17ms, mfu 5.84%
iter 1904: loss 4.0397, time 168.50ms, mfu 5.85%
iter 1905: loss 3.9408, time 169.10ms, mfu 5.85%
iter 1906: loss 3.6268, time 170.38ms, mfu 5.85%
iter 1907: loss 3.9455, time 164.19ms, mfu 5.87%
iter 1908: loss 3.5587, time 168.98ms, mfu 5.87%
iter 1909: loss 3.7121, time 173.39ms, mfu 5.85%
iter 1910: loss 3.8031, time 170.40ms, mfu 5.85%
iter 1911: loss 3.8388, time 170.65ms, mfu 5.84%
iter 1912: loss 3.7561, time 169.46ms, mfu 5.85%
iter 1913: loss 4.0381, time 166.56ms, mfu 5.86%
iter 1914: loss 4.2223, time 173.40ms, mfu 5.84%
iter 1915: loss 3.8213, time 167.88ms, mfu 5.85%
iter 1916: loss 3.8681, time 170.99ms, mfu 5.85%
iter 1917: loss 3.8775, time 170.39ms, mfu 5.84%
iter 1918: loss 4.0390, time 164.51ms, mfu 5.86%
iter 1919: loss 3.7687, time 171.52ms, mfu 5.85%
iter 1920: loss 3.9299, time 170.55ms, mfu 5.85%
iter 1921: loss 4.1868, time 171.11ms, mfu 5.84%
iter 1922: loss 3.9388, time 170.58ms, mfu 5.84%
iter 1923: loss 4.0143, time 164.28ms, mfu 5.86%
iter 1924: loss 3.9101, time 173.74ms, mfu 5.85%
iter 1925: loss 3.8396, time 168.88ms, mfu 5.85%
iter 1926: loss 3.9760, time 170.29ms, mfu 5.85%
iter 1927: loss 3.8958, time 170.28ms, mfu 5.84%
iter 1928: loss 3.7276, time 168.01ms, mfu 5.85%
iter 1929: loss 3.6925, time 168.03ms, mfu 5.86%
iter 1930: loss 3.7012, time 172.58ms, mfu 5.85%
iter 1931: loss 4.0298, time 169.45ms, mfu 5.85%
iter 1932: loss 3.8349, time 169.41ms, mfu 5.85%
iter 1933: loss 3.7675, time 172.42ms, mfu 5.84%
iter 1934: loss 3.9423, time 167.49ms, mfu 5.85%
iter 1935: loss 4.0763, time 166.91ms, mfu 5.86%
iter 1936: loss 3.6550, time 171.75ms, mfu 5.85%
iter 1937: loss 3.9451, time 170.25ms, mfu 5.85%
iter 1938: loss 3.8344, time 170.77ms, mfu 5.84%
iter 1939: loss 3.8745, time 167.50ms, mfu 5.85%
